NFCSID,A1,A2,A3,B2_1,B2_2,B2_3,B2_4,B2_5,B2_7,B2_20,B2_21,B2_23,B2_24,B2_25,B30_2024,B3,B4_2024,B5,B6,B33,B34,B10,B40,B41,B23,B24,B25,B26,C22_1,C22_2,C22_3,C22_4,C40,C23_1,C23_2,C23_3,C23_4,C24,C26,C41,C42,C43,C7,D40,D31,D41,D42,E2,E3,E4,E6,F30_1,F30_2,F30_3,F30_4,F30_5,F30_6,F30_7,F30_8,F30_9,F30_10,F30_12,F31_1,F31_2,F31_3,F31_4,F31_5,F31_6,F31_7,F31_10,F31_40,F31_41,F31_42,F40,G2,G30_1,G30_2,G30_3,G30_4,G30_5,G30_6,G31,G40,G41,G42,G43,G4,G5,G6,G7,G21,G8,G44,G22,G11,G12,G13,G23,WGT1,S_Gender2,S_Age,S_Ethnicity,S_Education,S_Income
2024017339,1,1,1,1,98,1,1,1,98,2,1,2,2,98,5,1,9,98, ,98, ,3,3,2,1,3,2,98,2,2,2,1,5,2,2,1,1,3,98, ,2,1,2,4,3,2, ,1,1,98,2,2,3,2,3,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,5,1,3,1,1,1,2,3,1,1,4,98,2,2,2,2,1,1,3,2,1,98,98,98,.615650807073765,2,3,1,2,2
2024017351,1,1,1,1,2,1,2,1,2,1,2,2,2,2,5,4,7,98, ,98, ,3,4,2,2, , , ,3,2,3,2,5,1,2,1,2,3,1,2, , ,2,5,6,98, ,2, , ,3,2,2,2,2,2,3,2,2,3,3,2,2,1,2,2,2,2,2,2,2,2,2,1,5,2,3,3,98,3,3,6,1,1,4,98,1,1,3,1,1,1,3,1,1,2,3,1,.901977476163834,2,3,2,1,1
2024017352,1,1,1,1,2,2,1,1,2,2,2,2,2,2,6,2,2,1,2,98, ,3,4,2,1,4,2,2,1,1,3,1,3,2,2,2,2,1,2, ,2,2,2,2,4,2, ,1,2,3,3,1,3,1,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,5,2,2,2,1,1,2,3,2,2,4,98,1,2,2,98,2,5,3,1,1,3,2,98,.615650807073765,2,3,1,2,1
2024017359,1,1,1,1,1,1,1,2,2,1,2,2,2,2,3,2,6,1,2,1,2,3,7,2,1,3,2,1,2,2,2,2,1,1,2,1,1,3,1,2, , ,2,7,4,2, ,2, , ,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,2,2,2,2,7,3,3,1,3,3,3,10,2,2,1,1,4,4,3,2,1,2,2,2,2,2,1,1,1.89280990645451,1,1,1,2,3
2024017364,2,1,1,1,2,2,2,2,2,2,98,98,2,2,4,1,3,2, ,98, ,1,3,2,1,98,2,2,1,1,2,3,1,98,98,98,98,98,2, ,2,98,2,4,2,2, ,2, , ,2,1,1,2,2,1,1,2,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,3,3,3,2,1,1,1,2,1,2,2,1,98,1,98,98,98,1,98,98,98,1,98,3,98,.885309371025605,1,2,2,2,3
2024017365,2,1,1,1,1,1,2,1,2,2,2,2,2,2,6,3,9,98, ,1,2,3,1,2,1,3,2,2,1,1,3,1,4,2,1,1,1,3,2, ,2,1,2,6,6,2, ,1,2,2,3,1,1,1,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,3,5,2,3,1,1,1,1,5,1,1,1,98,1,2,2,1,2,1,98,1,1,98,4,98,.901977476163834,2,3,1,1,3
2024017377,1,1,1,1,1,1,1,1,1,1,2,2,2,2,6,1,11,98, ,98, ,3,1,2,1,5,2,2,2,1,1,1,4,2,2,2,1,2,2, ,2,1,2,4,3,2, ,1,2,3,3,3,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,5,3,3,1,1,1,1,5,2,2,4,98,1,2,2,1,2,2,3,3,3,1,98,98,.615650807073765,2,3,1,2,3
2024017380,2,1,1,1,1,1,1,2,2,1,1,2,98,98,6,3,11,98, ,98, ,3,3,1,1,3,2,98,2,2,1,1,1,1,98,98,1,4,1,2, , ,2,4,2,2, ,98, , ,2,3,3,1,2,99,98,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,5,2,3,3,2,2,2,5,1,1,2,1,1,2,2,1,1,1,3,3,3,1,4,1,.901977476163834,2,3,1,1,2
2024017382,1,1,1,1,2,1,1,1,2,2,2,2,2,2,6,3,11,2, ,2, ,2,3,2,1,5,1,2,1,1,3,2,1,2,2,1,2,2,2, ,2,2,2,5,2,2, ,1,2,3,3,1,2,2,3,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,7,2,3,2,1,1,1,1,1,1,1,2,1,2,2,1,2,1,3,2,3,3,98,98,.615650807073765,1,3,2,2,3
2024017390,1,1,1,2,1,2,1,2,2,2,2,2,2,2,6,4,11,1,2,1,1,3,3,2,1,3,1,98,1,1,3,1,1,2,1,2,2,2,2, ,2,1,2,7,1,2, ,1,2,3,4,1,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,7,2,3,3,1,1,1,1,2,2,1,2,1,2,2,1,2,1,3,2,3,3,4,2,.615650807073765,2,3,1,2,3
2024017395,1,1,1,2,2,1,2,2,2,2,2,2,2,98,6,1,11,98, ,98, ,3,1,2,1,5,2,2,2,2,1,1,2,2,98,98,1,4,1,1, , ,2,2,4,2, ,1,2,2,3,3,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,5,2,3,1,1,1,1,6,2,1,1,98,1,2,98,2,2,1,3,98,98,98,98,98,.615650807073765,1,3,1,2,2
2024017397,2,1,1,2,2,1,2,2,2,1,2,2,2,2,5,2,8,98, ,98, ,2,4,2,1,5,1,2,2,1,1,1,4,2,1,1,1,98,2, ,2,98,2,2,4,2, ,1,2,3,3,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,5,1,3,1,1,1,1,4,2,2,4,1,1,2,2,1,2,1,3,98,98,98,3,98,.885309371025605,1,2,1,2,3
2024017410,1,1,1,1,2,1,2,2,2,1,2,2,2,2,6,2,6,1,2,1,2,3,2,2,1,4,1,1,1,1,2,2,1,2,2,2,2,1,2, ,2,2,2,1,4,2, ,2, , ,3,1,3,1,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,5,2,3,2,1,1,3,1,1,1,2,1,1,2,3,1,2,1,3,1,3,3,2,1,.885309371025605,1,2,1,2,3
2024017414,1,1,1,1,2,2,1,2,2,1,2,2,2,98,6,4,8,2, ,2, ,2,5,2,1,5,2,2,2,1,3,3,3,1,2,2,1,4,2, ,2,2,1,2,5,2, ,1,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,6,2,3,2,1,3,2,3,1,1,6,98,1,98,2,1,1,1,3,98,3,1,4,3,.615650807073765,2,3,1,2,2
2024017435,1,1,1,1,2,2,2,2,2,1,2,2,2,2,5,2,5,1,2,1,2,1,4,2,1,5,2,1,1,1,3,3,3,2,2,2,2,1,1,2, , ,2,5,1,2, ,1,2,2,3,2,3,1,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,5,1,3,2,1,1,2,3,2,1,1,1,1,2,2,1,1,1,3,2,3,3,1,2,.615650807073765,1,3,1,2,3
2024017449,2,1,1,1,2,1,1,2,2,2,1,2,2,2,6,3,11,1,2,1,2,2,4,2,1,5,2,2,2,1,2,1,4,1,1,2,2,3,1,2, , ,1,4,3,2, ,1,3,2,2,3,2,1,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,6,1,3,1,1,2,1,6,2,2,2,2,2,2,2,1,2,1,3,1,1,1,4,2,.615650807073765,2,3,1,2,3
2024017450,1,1,1,1,2,1,1,1,2,1,1,2,2,2,3,3,4,1,2,2, ,1,3,2,1,3,1,98,1,1,3,2,5,2,1,2,2,4,2, ,2,1,1,3,4,2, ,1,2,2,4,1,1,1,3,1,2,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,5,3,3,1,1,2,3,8,1,2,1,1,4,98,2,1,1,1,3,1,3,1,2,1,.885309371025605,2,2,1,2,2
2024017464,2,1,1,2,1,2,2,2,2,2,2,2,2,2,4,2,6,98, ,98, ,3,5,2,1,4,2,98,1,1,1,2,4,1,1,1,1,98,1,1, , ,2,4,4,2, ,1,2,2,3,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,3,5,2,2,2,2,3,2,5,98,2,4,98,1,2,2,1,1,1,3,1,3,98,2,98,.615650807073765,1,3,1,2,3
2024017466,2,1,1,1,98,98,2,2,2,1,2,2,98,1,6,2,10,2, ,2, ,2,4,2,1,3,2,2,2,2,1,1,3,2,1,2,1,98,2, ,2,98,2,6,3,2, ,1,1,3,3,2,2,1,2,1,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,3,5,2,3,2,2,1,1,4,2,2,4,98,1,2,98,1,1,1,98,98,3,98,2,98,.615650807073765,2,3,1,2,2
2024017472,1,1,1,2,2,1,1,1,2,2,2,2,2,2,5,3,5,1,1,1,1,2,7,2,1,2,1,1,98,98,98,2,5,1,2,1,1,3,2, ,2,1,2,6,6,2, ,2, , ,2,3,3,3,99,3,98,3,2,3,3,2,1,1,2,2,1,1,2,2,2,2,2,2,5,2,1,2,2,2,2,7,1,2,6,1,4,3,2,1,1,2,2,2,2,2,1,2,1.89280990645451,2,1,1,2,2
2024017475,1,1,1,1,2,2,1,2,2,1,2,2,2,2,3,3,3,98, ,98, ,3,7,2,1,3,2,98,1,1,2,3,4,2,2,2,1,2,2, ,1,1,2,1,5,2, ,98, , ,98,1,2,2,2,1,2,1,1,1,1,2,2,98,2,2,2,2,2,2,2,2,98,2,3,2,2,1,1,1,2,10,98,2,7,1,2,1,2,1,2,98,3,98,98,98,98,98,1.71712816652776,2,2,2,1,2
2024017478,2,1,1,1,2,1,2,2,2,2,2,2,2,98,6,1,7,98, ,98, ,4,2,2,1,4,2,2,1,2,1,1,6,98,98,98,98,98,2, ,98,1,2,6,3,2, ,98, , ,2,1,2,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,5,2,3,1,1,98,2,98,1,1,2,98,1,98,98,98,2,98,98,98,98,98,98,98,.901977476163834,2,3,1,1,3
2024017481,1,1,1,2,1,1,2,1,2,2,2,2,2,98,5,1,5,98, ,98, ,3,1,2,1,5,2,2,1,1,1,1,2,2,98,1,1,98,1,2, , ,2,6,3,2, ,1,2,2,2,3,1,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,5,1,3,1,1,1,1,5,2,2,3,2,1,2,1,1,2,1,3,98,2,98,4,98,.901977476163834,1,3,1,1,1
2024017492,1,1,1,2,2,1,2,1,98,2,2,2,98,2,6,1,5,2, ,2, ,4,1,2,1,5,2,2,2,2,1,1,4,2,1,98,1,2,1,1, , ,2,3,6,2, ,2, , ,2,3,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,1,1,1,2,1,1,1,4,1,2,2,3,1,2,5,3,2,1,3,3,98,.615650807073765,2,3,1,2,2
2024017502,1,1,1,1,2,2,2,1,2,1,2,2,2,2,5,2,8,2, ,2, ,4,4,2,1,5,2,2,2,1,1,1,6,1,1,2,2,98,2, ,2,1,2,3,6,2, ,1,3,2,3,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,3,4,1,3,1,1,1,2,5,1,1,4,2,1,98,2,1,1,98,3,3,98,2,4,3,.885309371025605,1,2,1,2,3
2024017504,1,2,1,1,1,1,2,1,2,1,2,2,2,2,2,1,8,2, ,2, ,3,1,2,1,4,2,2,2,3,1,1,6,1,2,2,1,98,2, ,2,1,2,5,6,2, ,2, , ,1,3,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,1,3,1,1,1,2,2,2,2,5,98,1,2,2,1,2,1,3,98,1,2,3,98,.901977476163834,1,3,1,1,2
2024017505,1,1,1,1,2,1,2,2,2,2,2,2,2,2,6,2,8,1,2,98, ,3,1,2,1,5,2,2,1,1,2,1,6,2,2,2,2,1,2, ,2,2,2,5,3,2, ,1,2,2,2,1,3,1,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,6,1,3,1,1,2,2,9,2,2,6,1,1,2,1,2,1,1,3,3,1,1,3,98,.615650807073765,2,3,1,2,2
2024017514,2,1,1,1,2,2,2,2,2,2,98,2,2,2,6,1,4,98, ,98, ,3,4,2,2, , , ,2,2,3,2,4,2,1,2,1,98,98, ,2,98,2,4,4,2, ,1,3,2,3,2,3,2,2,2,1,2,2,3,98,98,2,2,2,2,2,2,2,2,2,2,2,3,2,1,3,2,1,98,2,6,2,2,4,98,1,98,98,98,2,5,3,2,1,98,98,98,.901977476163834,2,3,1,1,3
2024017530,1,2,1,2,2,2,2,1,2,1,2,2,2,2,6,1,9,2, ,2, ,4,2,2,1,5,2,2,2,2,2,1,4,2,2,2,1,98,1,98, , ,2,4,3,2, ,2, , ,2,3,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,5,1,3,1,1,1,1,1,2,2,3,98,2,2,2,1,2,1,3,98,3,3,4,98,.615650807073765,1,3,1,2,2
2024017542,1,1,1,1,1,1,1,2,2,2,1,2,2,2,4,2,7,1,2,1,1,3,7,2,1,3,2,2,1,2,2,3,6,2,1,2,1,2,2, ,2,1,2,6,6,2, ,1,3,1,4,3,3,3,3,2,3,2,2,2,3,3,2,1,1,2,2,2,2,2,2,2,2,2,6,3,2,2,2,2,2,3,1,2,4,1,1,2,2,1,2,98,3,1,1,3,4,2,.885309371025605,1,2,1,2,2
2024017577,1,1,1,2,2,1,2,1,2,1,2,2,2,2,6,1,7,98, ,1,2,4,2,2,1,4,2,2,3,3,1,1,6,2,2,2,2,1,1,1, , ,2,4,4,2, ,1,3,1,5,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,5,1,1,1,1,1,1,8,1,98,4,98,1,2,98,1,1,1,98,1,1,98,1,98,.901977476163834,1,3,1,1,2
2024017580,1,1,1,1,1,1,2,1,2,1,2,2,2,2,6,3,9,1,2,1,2,4,1,2,1,5,2,2,3,1,1,1,7,2,2,2,1,5,1,2, , ,2,3,2,2, ,2, , ,4,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,4,3,3,1,1,1,2,10,2,2,4,1,99,99,99,99,99,99,99,99,99,99,99,99,.615650807073765,2,3,1,2,3
2024017594,2,1,1,1,1,1,2,1,2,2,2,2,2,2,6,1,11,2, ,98, ,2,4,2,1,4,2,2,1,1,1,1,4,2,2,2,1,98,1,1, , ,2,1,4,2, ,1,2,3,3,2,2,1,2,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,5,1,2,1,1,1,2,1,2,2,4,2,1,2,2,1,2,1,3,2,3,1,98,98,.615650807073765,1,3,1,2,3
2024017595,1,1,1,2,2,1,2,1,2,1,2,2,2,1,5,1,5,2, ,98, ,2,4,2,1,5,2,2,1,2,1,1,4,2,2,2,2,1,2, ,2,98,2,4,4,2, ,2, , ,3,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,3,2,2,2,2,2,1,1,3,2,2,98,2,1,1,98,3,2,1,2,98,1,.885309371025605,1,2,1,2,2
2024017602,1,1,1,1,2,1,2,1,2,1,2,2,2,2,6,98,7,2, ,2, ,3,2,2,1,4,2,2,2,2,1,1,4,2,1,2,1,98,2, ,2,2,2,5,2,2, ,1,2,2,3,3,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,5,1,3,2,1,2,2,7,98,2,3,98,2,1,3,1,2,1,3,2,1,2,4,3,.615650807073765,1,3,1,2,2
2024017629,2,1,1,1,2,1,2,2,2,2,2,2,2,2,6,1,7,98, ,98, ,4,3,2,1,5,2,2,1,1,2,1,6,1,98,1,1,3,1,1, , ,2,2,5,2, ,2, , ,4,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,2,1,1,98,1,7,1,1,6,2,1,98,2,98,2,98,3,98,3,98,3,98,.615650807073765,2,3,1,2,3
2024017634,1,1,1,1,2,2,2,2,2,2,2,2,2,2,6,4,9,2, ,2, ,2,4,2,1,5,2,2,1,1,3,1,1,2,2,2,2,1,2, ,2,2,2,4,4,2, ,2, , ,3,1,3,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,5,3,3,2,1,2,2,1,2,2,2,2,1,2,2,1,2,1,3,1,1,3,4,98,.615650807073765,1,3,1,2,3
2024017638,1,1,1,1,1,1,2,1,98,2,98,98,98,98,6,98,9,98, ,98, ,3,2,2,1,4,2,2,2,2,1,1,4,98,1,98,1,98,1,98, , ,2,3,3,2, ,1,2,2,3,3,2,1,1,2,2,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,1,1,2,1,98,1,1,1,98,1,2,2,1,1,1,3,98,3,3,98,98,.615650807073765,2,3,1,2,2
2024017642,1,1,1,1,1,1,98,1,98,2,98,98,2,2,6,98,11,98, ,98, ,2,5,98,1,5,2,2,3,1,1,1,7,1,1,1,1,3,2, ,2,98,2,5,5,2, ,1,2,3,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,3,2,3,1,2,2,3,6,2,2,3,1,1,2,1,1,1,1,3,1,1,1,3,98,.615650807073765,2,3,1,2,3
2024017646,2,1,1,1,1,1,98,2,98,1,98,2,98,98,6,2,10,98, ,98, ,3,1,2,1,5,2,2,2,3,1,1,7,2,98,1,1,3,1,1, , ,2,4,3,2, ,1,2,3,1,3,2,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,5,3,3,1,1,1,1,1,98,2,2,1,1,2,2,1,2,1,3,98,1,2,3,98,.615650807073765,1,3,1,2,3
2024017647,1,1,1,1,1,2,2,2,2,1,2,1,2,2,4,3,6,98, ,1,1,2,5,2,1,3,1,1,1,1,3,3,4,2,1,2,1,4,1,1, , ,2,4,4,2, ,1,2,2,2,2,3,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,4,2,3,2,2,2,3,6,2,2,4,98,1,2,2,1,1,1,2,1,98,1,1,98,.885309371025605,1,2,1,2,2
2024017663,2,1,1,1,2,2,2,1,2,2,2,2,2,2,6,98,8,98, ,98, ,2,3,2,1,4,2,2,99,99,1,1,5,2,1,2,1,98,1,1, , ,2,5,4,2, ,98, , ,3,3,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,6,2,3,1,1,2,2,98,2,2,2,98,1,98,98,1,1,1,98,98,98,98,3,98,.901977476163834,2,3,1,1,2
2024017669,2,1,1,1,1,1,1,2,2,2,1,1,1,2,6,4,11,1,2,1,2,2,4,98,1,5,2,2,1,1,3,1,98,1,2,1,2,2,1,98, , ,2,4,5,2, ,1,2,3,98,2,3,1,2,3,1,1,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,3,5,2,3,1,1,1,3,3,2,2,1,2,1,2,2,1,2,1,3,98,3,3,4,98,.615650807073765,1,3,1,2,3
2024017674,1,1,1,1,1,1,2,1,2,1,2,2,2,2,6,1,11,2, ,2, ,4,1,2,1,5,2,2,3,1,1,1,5,2,1,1,1,2,2, ,2,1,2,2,1,2, ,1,1,2,2,3,2,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,6,2,3,1,1,1,1,1,1,1,2,98,1,2,2,1,2,1,3,98,3,1,4,1,.615650807073765,1,3,1,2,2
2024017679,2,1,1,2,2,1,2,2,2,1,2,2,98,2,6,1,5,1,2,1,1,3,2,2,1,4,2,2,2,1,1,1,5,2,2,1,1,3,2, ,2,2,1,5,3,2, ,2, , ,1,3,2,1,1,2,1,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,5,2,3,1,2,2,1,6,1,2,5,1,4,1,2,2,1,3,3,1,2,2,2,1,.615650807073765,1,3,1,2,2
2024017682,2,1,1,1,1,1,1,98,98,2,98,98,98,98,6,1,10,2, ,98, ,3,1,2,1,5,2,2,1,1,1,1,2,2,2,2,1,2,1,2, , ,2,2,2,2, ,1,2,3,3,3,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,5,2,3,1,1,2,2,8,1,1,3,98,1,2,2,2,1,98,3,3,1,2,4,98,.885309371025605,2,2,1,2,2
2024017686,2,1,1,1,2,1,2,2,2,1,2,2,2,2,5,3,8,1,2,1,2,3,3,2,1,3,2,1,2,2,3,1,3,2,1,1,1,4,2, ,2,1,2,6,5,2, ,1,2,2,2,2,3,1,2,2,2,2,2,2,3,2,1,2,2,2,2,2,98,2,2,2,98,3,6,3,3,1,1,1,3,1,2,2,6,1,1,2,2,1,2,5,3,98,98,1,4,98,.885309371025605,1,2,1,2,2
2024017687,1,1,1,1,2,2,2,2,2,2,2,2,2,2,6,3,7,2, ,2, ,3,2,2,1,4,2,98,1,1,3,2,3,2,2,2,1,4,2, ,2,98,2,3,4,2, ,1,2,2,2,3,2,1,2,2,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,3,4,2,3,1,1,1,2,5,1,1,1,1,1,2,98,1,2,5,3,98,98,98,1,98,.885309371025605,1,2,1,2,3
2024017692,1,1,1,1,1,2,2,2,2,2,2,2,2,2,6,1,7,2, ,2, ,1,6,2,1,5,2,98,1,1,2,2,3,2,2,2,1,2,1,2, , ,2,7,3,2, ,2, , ,3,2,2,1,2,2,1,1,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,3,6,1,3,98,98,1,3,1,1,1,3,1,1,2,3,1,2,1,3,2,1,2,3,98,.885309371025605,1,2,1,2,3
2024017705,1,1,1,1,1,1,2,2,2,2,2,2,2,2,4,1,10,2, ,2, ,4,1,2,1,4,2,2,2,2,1,1,4,2,2,2,1,3,1,1, , ,2,3,4,2, ,1,2,2,2,2,3,98,2,2,2,2,2,98,2,98,2,2,2,2,2,2,2,2,2,2,2,2,6,3,3,1,98,2,2,98,2,2,1,98,1,2,1,2,2,5,1,2,2,2,3,1,.901977476163834,1,3,2,1,2
2024017706,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,98, ,98, ,3,4,2,1,3,2,98,2,1,2,1,4,2,2,2,2,1,2, ,2,98,2,5,6,98, ,98, , ,3,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,5,3,3,1,1,1,2,1,1,1,4,1,1,2,1,2,2,5,98,98,98,98,98,98,.901977476163834,1,3,1,1,1
2024017710,1,1,1,1,2,1,1,2,2,1,2,2,2,2,6,3,10,2, ,2, ,1,3,2,1,3,2,98,3,1,1,1,4,2,1,1,1,98,1,2, , ,2,4,4,2, ,1,2,2,2,2,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,1,1,2,1,1,2,1,1,1,2,2,2,1,1,3,2,3,2,4,98,.615650807073765,2,3,1,2,3
2024017714,1,1,1,1,2,1,2,2,2,2,2,2,2,2,6,1,9,2, ,2, ,3,3,2,1,4,2,2,1,1,1,1,4,2,2,2,2,2,2, ,2,2,2,4,4,2, ,2, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,1,1,2,2,7,1,2,4,2,1,2,2,1,1,1,3,3,1,2,98,98,.615650807073765,1,3,1,2,2
2024017723,1,1,1,1,2,2,2,1,2,2,2,2,2,2,6,1,9,2, ,2, ,4,1,2,1,5,2,2,1,1,1,1,2,1,2,2,1,4,2, ,2,1,2,4,2,2, ,1,1,2,2,3,3,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,1,1,1,3,1,2,1,1,1,2,2,2,1,98,3,98,98,2,3,98,.615650807073765,2,3,1,2,2
2024017733,1,1,1,1,2,1,1,2,2,1,2,2,2,2,6,4,10,1,2,1,1,2,5,1,1,3,1,1,2,2,3,3,2,1,1,1,1,99,1,1, , ,2,4,4,2, ,1,1,3,3,3,2,2,3,3,1,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,5,3,3,2,2,3,3,7,2,98,4,1,1,2,2,1,2,1,3,2,3,1,4,2,.885309371025605,1,2,2,2,3
2024017759,1,1,1,1,1,2,2,2,2,1,2,2,2,2,6,2,9,2, ,2, ,3,1,2,1,5,2,2,1,1,3,1,1,2,2,2,2,2,2, ,2,1,2,5,1,2, ,1,2,3,2,1,2,1,3,1,1,1,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,3,6,2,2,1,1,1,1,1,1,1,1,98,1,2,3,2,2,1,3,2,3,3,4,2,.615650807073765,1,3,1,2,3
2024017764,1,1,1,2,1,1,2,1,2,2,2,2,2,2,6,1,9,2, ,2, ,3,1,2,1,98,2,2,3,1,1,1,4,1,2,2,2,98,2, ,2,1,2,5,5,2, ,2, , ,2,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,1,1,1,2,1,1,2,2,1,98,98,1,1,98,99,98,98,3,98,98,.615650807073765,2,3,1,2,2
2024017767,2,1,1,1,1,1,2,2,2,2,2,2,2,2,6,98,11,2, ,2, ,3,3,2,1,5,2,2,3,1,1,1,4,2,2,2,1,3,2, ,2,1,1,2,4,2, ,1,2,3,4,3,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,6,1,3,1,1,2,2,8,1,1,3,98,1,2,98,1,2,1,3,1,3,1,1,98,.615650807073765,2,3,1,2,3
2024017774,2,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,8,98, ,98, ,4,2,2,1,98,2,98,3,3,1,1,4,2,98,2,98,98,1,1, , ,2,4,4,2, ,1,1,3,98,2,98,98,98,98,1,98,98,98,98,98,1,2,2,2,2,2,2,2,2,2,2,2,6,2,3,1,2,1,2,1,1,1,1,1,1,2,2,1,2,1,3,98,3,1,98,98,.901977476163834,1,3,1,1,3
2024017786,1,2,1,1,2,1,98,2,2,2,2,2,2,2,6,2,99,98, ,98, ,3,4,2,1,4,2,2,1,1,2,1,6,2,2,2,2,1,2, ,2,2,2,1,7,2, ,2, , ,2,1,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,98,3,5,2,3,2,1,1,2,1,2,2,4,98,1,2,3,1,2,1,3,3,3,2,2,3,.901977476163834,1,3,1,1,1
2024017787,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,6,98, ,98, ,2,5,2,1,3,2,98,1,1,2,2,4,98,1,98,98,98,1,98, , ,2,2,5,2, ,1,1,3,3,3,2,1,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,3,3,1,3,2,1,2,2,6,2,2,4,1,1,2,2,1,1,98,3,98,98,98,2,98,.885309371025605,2,2,1,2,3
2024017798,1,1,1,1,2,2,2,2,2,2,2,2,2,2,6,2,2,2, ,2, ,3,2,2,1,4,2,2,1,1,2,1,2,2,98,2,2,98,2, ,2,98,2,7,4,2, ,1,1,3,4,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,5,2,2,1,1,1,2,2,1,2,2,1,1,98,2,1,1,1,98,98,98,1,98,98,.615650807073765,2,3,1,2,2
